County-State,County,Population,Median household income,State Code,State
"Bell County, Texas",Bell County,326041,50550,TX,Texas
"Bexar County, Texas",Bexar County,1825502,51150,TX,Texas
"Blanco County, Texas",Blanco County,10723,55504,TX,Texas
"Borden County, Texas",Borden County,705,73750,TX,Texas
"Bosque County, Texas",Bosque County,17971,44674,TX,Texas
"Bowie County, Texas",Bowie County,93155,42670,TX,Texas
"Brazoria County, Texas",Brazoria County,331741,69749,TX,Texas
"Brazos County, Texas",Brazos County,205271,39808,TX,Texas
"Brewster County, Texas",Brewster County,9235,38395,TX,Texas
"Briscoe County, Texas",Briscoe County,1670,38603,TX,Texas
"Brooks County, Texas",Brooks County,7221,22741,TX,Texas
"Brown County, Texas",Brown County,37833,41962,TX,Texas
"Burleson County, Texas",Burleson County,17293,51821,TX,Texas
"Burnet County, Texas",Burnet County,44144,49732,TX,Texas
"Caldwell County, Texas",Caldwell County,39347,47233,TX,Texas
"Calhoun County, Texas",Calhoun County,21666,51078,TX,Texas
"Callahan County, Texas",Callahan County,13532,40981,TX,Texas
"Cameron County, Texas",Cameron County,417947,33266,TX,Texas
"Camp County, Texas",Camp County,12516,37851,TX,Texas
"Carson County, Texas",Carson County,6068,66023,TX,Texas
"Cass County, Texas",Cass County,30328,37352,TX,Texas
"Castro County, Texas",Castro County,7948,39459,TX,Texas
"Chambers County, Texas",Chambers County,37251,70544,TX,Texas
"Cherokee County, Texas",Cherokee County,51167,39595,TX,Texas
"Childress County, Texas",Childress County,7059,36633,TX,Texas
"Clay County, Texas",Clay County,10479,48297,TX,Texas
"Cochran County, Texas",Cochran County,2993,39113,TX,Texas
"Coke County, Texas",Coke County,3238,42467,TX,Texas
"Coleman County, Texas",Coleman County,8536,35156,TX,Texas
"Collin County, Texas",Collin County,862215,84735,TX,Texas
"Collingsworth County, Texas",Collingsworth County,3058,39743,TX,Texas
"Colorado County, Texas",Colorado County,20757,46618,TX,Texas
"Comal County, Texas",Comal County,119632,65833,TX,Texas
"Comanche County, Texas",Comanche County,13623,37470,TX,Texas
"Concho County, Texas",Concho County,4086,48368,TX,Texas
"Cooke County, Texas",Cooke County,38761,52406,TX,Texas
"Coryell County, Texas",Coryell County,76128,49340,TX,Texas
"Cottle County, Texas",Cottle County,1510,34955,TX,Texas
"Crane County, Texas",Crane County,4730,58333,TX,Texas
"Crockett County, Texas",Crockett County,3699,53678,TX,Texas
"Crosby County, Texas",Crosby County,6007,37434,TX,Texas
"Culberson County, Texas",Culberson County,2296,35000,TX,Texas
"Dallam County, Texas",Dallam County,7014,41345,TX,Texas
"Dallas County, Texas",Dallas County,2485003,50270,TX,Texas
"Dawson County, Texas",Dawson County,13542,41095,TX,Texas
"Deaf Smith County, Texas",Deaf Smith County,19245,43373,TX,Texas
"Delta County, Texas",Delta County,5223,42432,TX,Texas
"Denton County, Texas",Denton County,731851,75050,TX,Texas
"DeWitt County, Texas",DeWitt County,20540,49736,TX,Texas
"Dickens County, Texas",Dickens County,2281,39700,TX,Texas
"Dimmit County, Texas",Dimmit County,10682,36825,TX,Texas
"Donley County, Texas",Donley County,3588,36681,TX,Texas
"Duval County, Texas",Duval County,11577,33939,TX,Texas
"Eastland County, Texas",Eastland County,18328,34888,TX,Texas
"Ector County, Texas",Ector County,149557,57150,TX,Texas
"Edwards County, Texas",Edwards County,1906,41813,TX,Texas
"Ellis County, Texas",Ellis County,157058,62465,TX,Texas
"El Paso County, Texas",El Paso County,831095,41637,TX,Texas
"Erath County, Texas",Erath County,40039,41416,TX,Texas
"Falls County, Texas",Falls County,17410,36079,TX,Texas
"Fannin County, Texas",Fannin County,33748,44071,TX,Texas
"Fayette County, Texas",Fayette County,24849,47808,TX,Texas
"Fisher County, Texas",Fisher County,3858,41406,TX,Texas
"Floyd County, Texas",Floyd County,6178,41026,TX,Texas
"Foard County, Texas",Foard County,1197,36477,TX,Texas
"Fort Bend County, Texas",Fort Bend County,658331,89152,TX,Texas
"Franklin County, Texas",Franklin County,10599,41537,TX,Texas
"Freestone County, Texas",Freestone County,19586,44301,TX,Texas
"Frio County, Texas",Frio County,18168,36404,TX,Texas
"Gaines County, Texas",Gaines County,18916,57635,TX,Texas
"Galveston County, Texas",Galveston County,308163,62313,TX,Texas
"Garza County, Texas",Garza County,6410,48508,TX,Texas
"Gillespie County, Texas",Gillespie County,25398,54859,TX,Texas
"Glasscock County, Texas",Glasscock County,1180,67303,TX,Texas
"Goliad County, Texas",Goliad County,7410,51226,TX,Texas
"Gonzales County, Texas",Gonzales County,20172,42983,TX,Texas
"Gray County, Texas",Gray County,22983,43288,TX,Texas
"Grayson County, Texas",Grayson County,122780,47952,TX,Texas
"Gregg County, Texas",Gregg County,123178,47639,TX,Texas
"Grimes County, Texas",Grimes County,26961,46195,TX,Texas
"Guadalupe County, Texas",Guadalupe County,143460,62420,TX,Texas
"Hale County, Texas",Hale County,35504,43375,TX,Texas
"Hall County, Texas",Hall County,3203,30950,TX,Texas
"Hamilton County, Texas",Hamilton County,8266,42432,TX,Texas
"Hansford County, Texas",Hansford County,5559,44219,TX,Texas
"Hardeman County, Texas",Hardeman County,3992,37174,TX,Texas
"Hardin County, Texas",Hardin County,55375,52614,TX,Texas
"Harris County, Texas",Harris County,4356362,54457,TX,Texas
"Harrison County, Texas",Harrison County,66417,45974,TX,Texas
"Hartley County, Texas",Hartley County,6121,63004,TX,Texas
"Haskell County, Texas",Haskell County,5853,39850,TX,Texas
"Hays County, Texas",Hays County,177562,58583,TX,Texas
"Hemphill County, Texas",Hemphill County,4115,62813,TX,Texas
"Henderson County, Texas",Henderson County,79016,41607,TX,Texas
"Hidalgo County, Texas",Hidalgo County,819217,34782,TX,Texas
"Hill County, Texas",Hill County,34923,41382,TX,Texas
"Hockley County, Texas",Hockley County,23322,50665,TX,Texas
"Hood County, Texas",Hood County,53171,56100,TX,Texas
"Hopkins County, Texas",Hopkins County,35645,44396,TX,Texas
"Houston County, Texas",Houston County,22949,32698,TX,Texas
"Howard County, Texas",Howard County,36105,49575,TX,Texas
"Hudspeth County, Texas",Hudspeth County,3330,26384,TX,Texas
"Hunt County, Texas",Hunt County,88052,45197,TX,Texas
"Hutchinson County, Texas",Hutchinson County,21858,49353,TX,Texas
"Irion County, Texas",Irion County,1644,58500,TX,Texas
"Jack County, Texas",Jack County,8946,50324,TX,Texas
"Jackson County, Texas",Jackson County,14486,54926,TX,Texas
"Jasper County, Texas",Jasper County,35768,40820,TX,Texas
"Jeff Davis County, Texas",Jeff Davis County,2232,50165,TX,Texas
"Jefferson County, Texas",Jefferson County,252872,43540,TX,Texas
"Jim Hogg County, Texas",Jim Hogg County,5239,35521,TX,Texas
"Jim Wells County, Texas",Jim Wells County,41461,42986,TX,Texas
"Johnson County, Texas",Johnson County,155450,58135,TX,Texas
"Jones County, Texas",Jones County,19978,43897,TX,Texas
"Karnes County, Texas",Karnes County,14879,45502,TX,Texas
"Kaufman County, Texas",Kaufman County,109289,60391,TX,Texas
"Kendall County, Texas",Kendall County,37361,73240,TX,Texas
"Kenedy County, Texas",Kenedy County,565,36438,TX,Texas
"Kent County, Texas",Kent County,821,47024,TX,Texas
"Kerr County, Texas",Kerr County,50149,43810,TX,Texas
"Kimble County, Texas",Kimble County,4486,40125,TX,Texas
"King County, Texas",King County,267,63250,TX,Texas
"Kinney County, Texas",Kinney County,3577,38281,TX,Texas
"Kleberg County, Texas",Kleberg County,32029,38247,TX,Texas
"Knox County, Texas",Knox County,3796,40493,TX,Texas
"Lamar County, Texas",Lamar County,49566,40748,TX,Texas
"Lamb County, Texas",Lamb County,13742,39851,TX,Texas
"Lampasas County, Texas",Lampasas County,20219,49630,TX,Texas
"La Salle County, Texas",La Salle County,7191,37292,TX,Texas
"Lavaca County, Texas",Lavaca County,19549,48677,TX,Texas
"Lee County, Texas",Lee County,16664,53902,TX,Texas
"Leon County, Texas",Leon County,16819,49802,TX,Texas
"Liberty County, Texas",Liberty County,77486,48729,TX,Texas
"Limestone County, Texas",Limestone County,23454,37554,TX,Texas
"Lipscomb County, Texas",Lipscomb County,3483,63125,TX,Texas
"Live Oak County, Texas",Live Oak County,11873,50400,TX,Texas
"Llano County, Texas",Llano County,19323,48259,TX,Texas
"Loving County, Texas",Loving County,117,null,TX,Texas
"Lubbock County, Texas",Lubbock County,290782,46075,TX,Texas
"Lynn County, Texas",Lynn County,5764,39526,TX,Texas
"McCulloch County, Texas",McCulloch County,8273,40561,TX,Texas
"McLennan County, Texas",McLennan County,241505,42687,TX,Texas
"McMullen County, Texas",McMullen County,778,46250,TX,Texas
"Madison County, Texas",Madison County,13838,39390,TX,Texas
"Marion County, Texas",Marion County,10248,34175,TX,Texas
"Martin County, Texas",Martin County,5252,55682,TX,Texas
"Mason County, Texas",Mason County,4066,37654,TX,Texas
"Matagorda County, Texas",Matagorda County,36598,40797,TX,Texas
"Maverick County, Texas",Maverick County,56548,33747,TX,Texas
"Medina County, Texas",Medina County,47392,57338,TX,Texas
"Menard County, Texas",Menard County,2182,34464,TX,Texas
"Midland County, Texas",Midland County,151290,68806,TX,Texas
"Milam County, Texas",Milam County,24344,38929,TX,Texas
"Mills County, Texas",Mills County,4875,43920,TX,Texas
"Mitchell County, Texas",Mitchell County,9169,49870,TX,Texas
"Montague County, Texas",Montague County,19478,46172,TX,Texas
"Montgomery County, Texas",Montgomery County,502586,68838,TX,Texas
"Moore County, Texas",Moore County,22281,49802,TX,Texas
"Morris County, Texas",Morris County,12700,39453,TX,Texas
"Motley County, Texas",Motley County,1071,31683,TX,Texas
"Nacogdoches County, Texas",Nacogdoches County,65531,39538,TX,Texas
"Navarro County, Texas",Navarro County,48118,41505,TX,Texas
"Newton County, Texas",Newton County,14231,38144,TX,Texas
"Nolan County, Texas",Nolan County,15061,37102,TX,Texas
"Nueces County, Texas",Nueces County,352060,50337,TX,Texas
"Ochiltree County, Texas",Ochiltree County,10642,51517,TX,Texas
"Oldham County, Texas",Oldham County,2071,50893,TX,Texas
"Orange County, Texas",Orange County,83217,49763,TX,Texas
"Palo Pinto County, Texas",Palo Pinto County,27921,39516,TX,Texas
"Panola County, Texas",Panola County,23900,50119,TX,Texas
"Parker County, Texas",Parker County,121418,67288,TX,Texas
"Parmer County, Texas",Parmer County,10004,45326,TX,Texas
"Pecos County, Texas",Pecos County,15807,50305,TX,Texas
"Polk County, Texas",Polk County,46113,39662,TX,Texas
"Potter County, Texas",Potter County,122352,38159,TX,Texas
"Presidio County, Texas",Presidio County,7304,32132,TX,Texas
"Rains County, Texas",Rains County,11037,48448,TX,Texas
"Randall County, Texas",Randall County,126782,60972,TX,Texas
"Reagan County, Texas",Reagan County,3598,52181,TX,Texas
"Real County, Texas",Real County,3356,36523,TX,Texas
"Red River County, Texas",Red River County,12567,31563,TX,Texas
"Reeves County, Texas",Reeves County,14179,43540,TX,Texas
"Refugio County, Texas",Refugio County,7277,44240,TX,Texas
"Roberts County, Texas",Roberts County,931,63889,TX,Texas
"Robertson County, Texas",Robertson County,16532,46501,TX,Texas
"Rockwall County, Texas",Rockwall County,85536,87524,TX,Texas
"Runnels County, Texas",Runnels County,10445,41526,TX,Texas
"Rusk County, Texas",Rusk County,53457,46173,TX,Texas
"Sabine County, Texas",Sabine County,10440,31307,TX,Texas
"San Augustine County, Texas",San Augustine County,8695,28275,TX,Texas
"San Jacinto County, Texas",San Jacinto County,27023,43029,TX,Texas
"San Patricio County, Texas",San Patricio County,66070,52261,TX,Texas
"San Saba County, Texas",San Saba County,5893,39040,TX,Texas
"Schleicher County, Texas",Schleicher County,3224,55543,TX,Texas
"Scurry County, Texas",Scurry County,17238,56842,TX,Texas
"Shackelford County, Texas",Shackelford County,3352,48750,TX,Texas
"Shelby County, Texas",Shelby County,25725,37756,TX,Texas
"Sherman County, Texas",Sherman County,3066,51987,TX,Texas
"Smith County, Texas",Smith County,217552,46929,TX,Texas
"Somervell County, Texas",Somervell County,8608,51912,TX,Texas
"Starr County, Texas",Starr County,62648,26172,TX,Texas
"Stephens County, Texas",Stephens County,9452,43951,TX,Texas
"Sterling County, Texas",Sterling County,1346,53456,TX,Texas
"Stonewall County, Texas",Stonewall County,1414,42155,TX,Texas
"Sutton County, Texas",Sutton County,3966,51667,TX,Texas
"Swisher County, Texas",Swisher County,7713,37040,TX,Texas
"Tarrant County, Texas",Tarrant County,1914526,58711,TX,Texas
"Taylor County, Texas",Taylor County,134435,45396,TX,Texas
"Terrell County, Texas",Terrell County,921,31111,TX,Texas
"Terry County, Texas",Terry County,12687,37475,TX,Texas
"Throckmorton County, Texas",Throckmorton County,1545,41042,TX,Texas
"Titus County, Texas",Titus County,32553,44178,TX,Texas
"Tom Green County, Texas",Tom Green County,115056,46711,TX,Texas
"Travis County, Texas",Travis County,1121645,61451,TX,Texas
"Trinity County, Texas",Trinity County,14405,34295,TX,Texas
"Tyler County, Texas",Tyler County,21462,41360,TX,Texas
"Upshur County, Texas",Upshur County,40096,46673,TX,Texas
"Upton County, Texas",Upton County,3405,46131,TX,Texas
"Uvalde County, Texas",Uvalde County,26952,38568,TX,Texas
"Val Verde County, Texas",Val Verde County,48980,42174,TX,Texas
"Van Zandt County, Texas",Van Zandt County,52736,44002,TX,Texas
"Victoria County, Texas",Victoria County,90099,51758,TX,Texas
"Walker County, Texas",Walker County,69330,37666,TX,Texas
"Waller County, Texas",Waller County,45847,51348,TX,Texas
"Ward County, Texas",Ward County,11225,51345,TX,Texas
"Washington County, Texas",Washington County,34236,51269,TX,Texas
"Webb County, Texas",Webb County,263251,38862,TX,Texas
"Wharton County, Texas",Wharton County,41264,45176,TX,Texas
"Wheeler County, Texas",Wheeler County,5618,52221,TX,Texas
"Wichita County, Texas",Wichita County,131957,45543,TX,Texas
"Wilbarger County, Texas",Wilbarger County,13158,41630,TX,Texas
"Willacy County, Texas",Willacy County,22002,26495,TX,Texas
"Williamson County, Texas",Williamson County,473592,73750,TX,Texas
"Wilson County, Texas",Wilson County,45509,68100,TX,Texas
"Winkler County, Texas",Winkler County,7576,55756,TX,Texas
"Wise County, Texas",Wise County,61243,56897,TX,Texas
"Wood County, Texas",Wood County,42712,45686,TX,Texas
"Yoakum County, Texas",Yoakum County,8213,56153,TX,Texas
"Young County, Texas",Young County,18329,44693,TX,Texas
"Zapata County, Texas",Zapata County,14308,32162,TX,Texas
"Zavala County, Texas",Zavala County,12060,26672,TX,Texas
"Beaver County, Utah",Beaver County,6461,50282,UT,Utah
"Box Elder County, Utah",Box Elder County,50991,55038,UT,Utah
"Cache County, Utah",Cache County,117449,50497,UT,Utah
"Carbon County, Utah",Carbon County,20927,46900,UT,Utah
"Daggett County, Utah",Daggett County,776,56750,UT,Utah
"Davis County, Utah",Davis County,323374,71112,UT,Utah
"Duchesne County, Utah",Duchesne County,19817,61133,UT,Utah
"Emery County, Utah",Emery County,10728,49787,UT,Utah
"Garfield County, Utah",Garfield County,5069,42614,UT,Utah
"Grand County, Utah",Grand County,9388,41312,UT,Utah
"Iron County, Utah",Iron County,47139,43855,UT,Utah
"Juab County, Utah",Juab County,10400,54761,UT,Utah
"Kane County, Utah",Kane County,7202,50194,UT,Utah
"Millard County, Utah",Millard County,12582,51593,UT,Utah
"Morgan County, Utah",Morgan County,10276,74314,UT,Utah
"Piute County, Utah",Piute County,1865,35980,UT,Utah
"Rich County, Utah",Rich County,2292,50781,UT,Utah
"Salt Lake County, Utah",Salt Lake County,1078958,62117,UT,Utah
"San Juan County, Utah",San Juan County,15152,41484,UT,Utah
"Sanpete County, Utah",Sanpete County,28261,50323,UT,Utah
"Sevier County, Utah",Sevier County,20871,46291,UT,Utah
"Summit County, Utah",Summit County,38521,91773,UT,Utah
"Tooele County, Utah",Tooele County,60893,63552,UT,Utah
"Uintah County, Utah",Uintah County,35721,66815,UT,Utah
"Utah County, Utah",Utah County,551957,62180,UT,Utah
"Wasatch County, Utah",Wasatch County,26661,66486,UT,Utah
"Washington County, Utah",Washington County,148244,50774,UT,Utah
"Wayne County, Utah",Wayne County,2722,40645,UT,Utah
"Weber County, Utah",Weber County,238682,56581,UT,Utah
"Addison County, Vermont",Addison County,36943,59688,VT,Vermont
"Bennington County, Vermont",Bennington County,36589,49573,VT,Vermont
"Caledonia County, Vermont",Caledonia County,31012,45323,VT,Vermont
"Chittenden County, Vermont",Chittenden County,159711,65350,VT,Vermont
"Essex County, Vermont",Essex County,6207,36599,VT,Vermont
"Franklin County, Vermont",Franklin County,48418,58199,VT,Vermont
"Grand Isle County, Vermont",Grand Isle County,6952,62608,VT,Vermont
"Lamoille County, Vermont",Lamoille County,25027,50939,VT,Vermont
"Orange County, Vermont",Orange County,28929,53869,VT,Vermont
"Orleans County, Vermont",Orleans County,27146,42831,VT,Vermont
"Rutland County, Vermont",Rutland County,60530,49372,VT,Vermont
"Washington County, Vermont",Washington County,59132,58788,VT,Vermont
"Windham County, Vermont",Windham County,43858,51045,VT,Vermont
"Windsor County, Vermont",Windsor County,56150,52965,VT,Vermont
"Accomack County, Virginia",Accomack County,33115,39412,VA,Virginia
"Albemarle County, Virginia",Albemarle County,103108,68449,VA,Virginia
"Alleghany County, Virginia",Alleghany County,16066,45007,VA,Virginia
"Amelia County, Virginia",Amelia County,12777,56850,VA,Virginia
"Amherst County, Virginia",Amherst County,32148,47558,VA,Virginia
"Appomattox County, Virginia",Appomattox County,15208,48823,VA,Virginia
"Arlington County, Virginia",Arlington County,223945,105763,VA,Virginia
"Augusta County, Virginia",Augusta County,74053,54558,VA,Virginia
"Bath County, Virginia",Bath County,4583,43646,VA,Virginia
"Bedford County, Virginia",Bedford County,76463,56316,VA,Virginia
"Bland County, Virginia",Bland County,6662,45294,VA,Virginia
"Botetourt County, Virginia",Botetourt County,33155,60454,VA,Virginia
"Brunswick County, Virginia",Brunswick County,16930,36919,VA,Virginia
"Buchanan County, Virginia",Buchanan County,23486,29679,VA,Virginia
"Buckingham County, Virginia",Buckingham County,17068,40331,VA,Virginia
"Campbell County, Virginia",Campbell County,55012,47699,VA,Virginia
"Caroline County, Virginia",Caroline County,29349,59227,VA,Virginia
"Carroll County, Virginia",Carroll County,29856,35000,VA,Virginia
"Charles City County, Virginia",Charles City County,7118,49563,VA,Virginia
"Charlotte County, Virginia",Charlotte County,12313,35079,VA,Virginia
"Chesterfield County, Virginia",Chesterfield County,328176,72609,VA,Virginia
"Clarke County, Virginia",Clarke County,14299,71295,VA,Virginia
"Craig County, Virginia",Craig County,5212,44330,VA,Virginia
"Culpeper County, Virginia",Culpeper County,48424,66697,VA,Virginia
"Cumberland County, Virginia",Cumberland County,9859,39301,VA,Virginia
"Dickenson County, Virginia",Dickenson County,15463,33624,VA,Virginia
"Dinwiddie County, Virginia",Dinwiddie County,28110,51397,VA,Virginia
"Essex County, Virginia",Essex County,11151,42760,VA,Virginia
"Fairfax County, Virginia",Fairfax County,1128722,112552,VA,Virginia
"Fauquier County, Virginia",Fauquier County,67463,91609,VA,Virginia
"Floyd County, Virginia",Floyd County,15523,48005,VA,Virginia
"Fluvanna County, Virginia",Fluvanna County,26014,63938,VA,Virginia
"Franklin County, Virginia",Franklin County,56315,46870,VA,Virginia
"Frederick County, Virginia",Frederick County,81340,69098,VA,Virginia
"Giles County, Virginia",Giles County,16907,46390,VA,Virginia
"Gloucester County, Virginia",Gloucester County,37001,61121,VA,Virginia
"Goochland County, Virginia",Goochland County,21721,79330,VA,Virginia
"Grayson County, Virginia",Grayson County,15573,29942,VA,Virginia
"Greene County, Virginia",Greene County,18938,61550,VA,Virginia
"Greensville County, Virginia",Greensville County,11760,38012,VA,Virginia
"Halifax County, Virginia",Halifax County,35506,35240,VA,Virginia
"Hanover County, Virginia",Hanover County,101340,78645,VA,Virginia
"Henrico County, Virginia",Henrico County,318864,61934,VA,Virginia
"Henry County, Virginia",Henry County,52580,35293,VA,Virginia
"Highland County, Virginia",Highland County,2244,43914,VA,Virginia
"Isle of Wight County, Virginia",Isle of Wight County,35740,65741,VA,Virginia
"James City County, Virginia",James City County,70673,75710,VA,Virginia
"King and Queen County, Virginia",King and Queen County,7106,48292,VA,Virginia
"King George County, Virginia",King George County,24933,81688,VA,Virginia
"King William County, Virginia",King William County,16097,62031,VA,Virginia
"Lancaster County, Virginia",Lancaster County,11129,50374,VA,Virginia
"Lee County, Virginia",Lee County,25206,31086,VA,Virginia
"Loudoun County, Virginia",Loudoun County,351129,123453,VA,Virginia
"Louisa County, Virginia",Louisa County,33986,57829,VA,Virginia
"Lunenburg County, Virginia",Lunenburg County,12558,39506,VA,Virginia
"Madison County, Virginia",Madison County,13147,47736,VA,Virginia
"Mathews County, Virginia",Mathews County,8880,63845,VA,Virginia
"Mecklenburg County, Virginia",Mecklenburg County,31555,37356,VA,Virginia
"Middlesex County, Virginia",Middlesex County,10717,54654,VA,Virginia
"Montgomery County, Virginia",Montgomery County,96467,46663,VA,Virginia
"Nelson County, Virginia",Nelson County,14858,47118,VA,Virginia
"New Kent County, Virginia",New Kent County,19560,73041,VA,Virginia
"Northampton County, Virginia",Northampton County,12184,35055,VA,Virginia
"Northumberland County, Virginia",Northumberland County,12304,51885,VA,Virginia
"Nottoway County, Virginia",Nottoway County,15711,36284,VA,Virginia
"Orange County, Virginia",Orange County,34596,65166,VA,Virginia
"Page County, Virginia",Page County,23843,43895,VA,Virginia
"Patrick County, Virginia",Patrick County,18264,33982,VA,Virginia
"Pittsylvania County, Virginia",Pittsylvania County,62794,41824,VA,Virginia
"Powhatan County, Virginia",Powhatan County,28207,77896,VA,Virginia
"Prince Edward County, Virginia",Prince Edward County,23022,41697,VA,Virginia
"Prince George County, Virginia",Prince George County,37380,61857,VA,Virginia
"Prince William County, Virginia",Prince William County,437271,98657,VA,Virginia
"Pulaski County, Virginia",Pulaski County,34528,47495,VA,Virginia
"Rappahannock County, Virginia",Rappahannock County,7431,57210,VA,Virginia
"Richmond County, Virginia",Richmond County,8989,47288,VA,Virginia
"Roanoke County, Virginia",Roanoke County,93633,60519,VA,Virginia
"Rockbridge County, Virginia",Rockbridge County,22444,48901,VA,Virginia
"Rockingham County, Virginia",Rockingham County,77785,53744,VA,Virginia
"Russell County, Virginia",Russell County,28245,35045,VA,Virginia
"Scott County, Virginia",Scott County,22570,37240,VA,Virginia
"Shenandoah County, Virginia",Shenandoah County,42724,49406,VA,Virginia
"Smyth County, Virginia",Smyth County,31734,37983,VA,Virginia
"Southampton County, Virginia",Southampton County,18410,48962,VA,Virginia
"Spotsylvania County, Virginia",Spotsylvania County,127691,78125,VA,Virginia
"Stafford County, Virginia",Stafford County,137145,97144,VA,Virginia
"Surry County, Virginia",Surry County,6823,53673,VA,Virginia
"Sussex County, Virginia",Sussex County,11864,39194,VA,Virginia
"Tazewell County, Virginia",Tazewell County,43870,37664,VA,Virginia
"Warren County, Virginia",Warren County,38481,61454,VA,Virginia
"Washington County, Virginia",Washington County,54759,43310,VA,Virginia
"Westmoreland County, Virginia",Westmoreland County,17557,47911,VA,Virginia
"Wise County, Virginia",Wise County,40530,37407,VA,Virginia
"Wythe County, Virginia",Wythe County,29190,41360,VA,Virginia
"York County, Virginia",York County,66471,81749,VA,Virginia
"Alexandria city, Virginia",Alexandria city,149315,89134,VA,Virginia
"Bristol city, Virginia",Bristol city,17524,35368,VA,Virginia
"Buena Vista city, Virginia",Buena Vista city,6666,29097,VA,Virginia
"Charlottesville city, Virginia",Charlottesville city,45084,49775,VA,Virginia
"Chesapeake city, Virginia",Chesapeake city,230601,68620,VA,Virginia
"Colonial Heights city, Virginia",Colonial Heights city,17515,50304,VA,Virginia
"Covington city, Virginia",Covington city,5736,34746,VA,Virginia
"Danville city, Virginia",Danville city,42450,32315,VA,Virginia
"Emporia city, Virginia",Emporia city,5672,28601,VA,Virginia
"Fairfax city, Virginia",Fairfax city,23402,105297,VA,Virginia
"Falls Church city, Virginia",Falls Church city,13308,120522,VA,Virginia
"Franklin city, Virginia",Franklin city,8457,32399,VA,Virginia
"Fredericksburg city, Virginia",Fredericksburg city,27395,51762,VA,Virginia
"Galax city, Virginia",Galax city,6876,30604,VA,Virginia
"Hampton city, Virginia",Hampton city,137081,49190,VA,Virginia
"Harrisonburg city, Virginia",Harrisonburg city,51388,38750,VA,Virginia
"Hopewell city, Virginia",Hopewell city,22279,39064,VA,Virginia
"Lexington city, Virginia",Lexington city,7071,34017,VA,Virginia
"Lynchburg city, Virginia",Lynchburg city,78158,39589,VA,Virginia
"Manassas city, Virginia",Manassas city,40743,72890,VA,Virginia
"Manassas Park city, Virginia",Manassas Park city,15625,73528,VA,Virginia
"Martinsville city, Virginia",Martinsville city,13624,29587,VA,Virginia
"Newport News city, Virginia",Newport News city,181323,50077,VA,Virginia
"Norfolk city, Virginia",Norfolk city,245452,44480,VA,Virginia
"Norton city, Virginia",Norton city,4007,27731,VA,Virginia
"Petersburg city, Virginia",Petersburg city,32123,31798,VA,Virginia
"Poquoson city, Virginia",Poquoson city,12077,83735,VA,Virginia
"Portsmouth city, Virginia",Portsmouth city,96135,45676,VA,Virginia
"Radford city, Virginia",Radford city,17057,29912,VA,Virginia
"Richmond city, Virginia",Richmond city,213735,40758,VA,Virginia
"Roanoke city, Virginia",Roanoke city,98736,39930,VA,Virginia
"Salem city, Virginia",Salem city,25165,50068,VA,Virginia
"Staunton city, Virginia",Staunton city,24193,40842,VA,Virginia
"Suffolk city, Virginia",Suffolk city,86184,65499,VA,Virginia
"Virginia Beach city, Virginia",Virginia Beach city,448290,66634,VA,Virginia
"Waynesboro city, Virginia",Waynesboro city,21150,45643,VA,Virginia
"Williamsburg city, Virginia",Williamsburg city,14754,48639,VA,Virginia
"Winchester city, Virginia",Winchester city,27168,45363,VA,Virginia
"Adams County, Washington",Adams County,19081,46564,WA,Washington
"Asotin County, Washington",Asotin County,22040,44394,WA,Washington
"Benton County, Washington",Benton County,184930,60251,WA,Washington
"Chelan County, Washington",Chelan County,74267,51837,WA,Washington
"Clallam County, Washington",Clallam County,72397,47253,WA,Washington
"Clark County, Washington",Clark County,444506,60756,WA,Washington
"Columbia County, Washington",Columbia County,3989,38581,WA,Washington
"Cowlitz County, Washington",Cowlitz County,102338,47452,WA,Washington
"Douglas County, Washington",Douglas County,39599,53636,WA,Washington
"Ferry County, Washington",Ferry County,7652,38125,WA,Washington
"Franklin County, Washington",Franklin County,86443,56980,WA,Washington
"Garfield County, Washington",Garfield County,2230,45855,WA,Washington
"Grant County, Washington",Grant County,92070,48714,WA,Washington
"Grays Harbor County, Washington",Grays Harbor County,71419,43538,WA,Washington
"Island County, Washington",Island County,79329,58815,WA,Washington
"Jefferson County, Washington",Jefferson County,30083,49279,WA,Washington
"King County, Washington",King County,2045756,75302,WA,Washington
"Kitsap County, Washington",Kitsap County,255441,62941,WA,Washington
"Kittitas County, Washington",Kittitas County,42204,46458,WA,Washington
"Klickitat County, Washington",Klickitat County,20820,48319,WA,Washington
"Lewis County, Washington",Lewis County,75515,44100,WA,Washington
"Lincoln County, Washington",Lincoln County,10363,46069,WA,Washington
"Mason County, Washington",Mason County,60791,50406,WA,Washington
"Okanogan County, Washington",Okanogan County,41332,40730,WA,Washington
"Pacific County, Washington",Pacific County,20645,37684,WA,Washington
"Pend Oreille County, Washington",Pend Oreille County,12968,40599,WA,Washington
"Pierce County, Washington",Pierce County,821952,59953,WA,Washington
"San Juan County, Washington",San Juan County,15956,55960,WA,Washington
"Skagit County, Washington",Skagit County,119343,54129,WA,Washington
"Skamania County, Washington",Skamania County,11243,52374,WA,Washington
"Snohomish County, Washington",Snohomish County,746653,70722,WA,Washington
"Spokane County, Washington",Spokane County,480832,50079,WA,Washington
"Stevens County, Washington",Stevens County,43548,41978,WA,Washington
"Thurston County, Washington",Thurston County,262723,61677,WA,Washington
"Wahkiakum County, Washington",Wahkiakum County,4035,44485,WA,Washington
